prakrit	english
णेउरकोडिविलग्गं चिउरं दइअस्स पाअपडिअस्स,हिअअं पउत्थमाणं उम्मोअंति च्चिअ कहेइ	By disentangling her husband's hair From the clasp of her anklet As he lies at her feet, She tells him That pride has left her heart.
तुज्झ ऽंगराअसेसेण सामली तह खरेण सोमारा,सा किर गोलातूहे ण्हाआ जंवूकसाएण	Haven't you heard how that lovely girl ruined her soft skin By bathing in the Goda Just where you had smeared yourself With stinging rose-apple lotion?
अज्जं चेअ पउत्थो अज्जं चिअ सुण्णआइ जाआइं,रच्छामुहदेउलचच्चराइ अम्हं च हिअआइं	Today he is gone, Today the alleys are empty, The temples are empty, The crossroads are empty, And so is my heart.
आअंवंतकवोलं खलिअक्खरजंपिरिं फुरंतोट्ठिं,मा छिवसु त्ति सरोसं समोसरंतिं पिअं भरिमो	I will never forget how my beloved ran off In anger, With red cheeks, Stammering with trembling lips That I should leave her alone.
गोलाविसमोआरच्छलेण अप्पा उरम्मि से मुक्को,अणुअंपाणिद्दोसं तेण वि सा गाढम् उवऊःआ	On the pretext that the steps Down to the Godawere uneven, She clung to his breast While he, purely out of concern, Held her in a tight embrace.
सा तइ सहत्थदिण्णं अज्ज वि रे सुहअ गंधरहिअं पि,उव्वसिअणअरघरदेवअ व्व ओमालिअं वहइ	Though its fragrance is gone, She is still wearing the garland of jasmine you gave her, Like a household god In a deserted town.
केलीअ वि रूसेउं ण तीरए तम्मि चुक्कविणअम्मि,जाइअएहि वि माए इमेहि अवसेहि अंगेहिं	When he misbehaves I cannot get angry with him, Not even in jest, Not with this body That seems to be on loan And not mine to command.
उप्फुल्लिआइ खेलउ मा णं वारेहि होउ परिखामा,मा जहणभारगरुई पुरिसाअंती किलिम्मिहइ	Let her play bunny hops. Don't stop her. She needs the training So that later When she sits on top of her husband She does not collapse Under the weight of her own thighs.
पउरजुआणो गामो महुमासो जोव्वणं पई ठेरो,जुण्णसुरा साहीणा असई मा होउ किं मरउ	A village full of young men, Spring, youth, an aged husband, Strong wine, nobody to tell you what to do: The only way to avoid going astray Is to die.
वहुसो वि कहिज्जंतं तुह वअणं मज्झ हत्थसंदिट्ठं,ण सुअं ति जंपमाणा पुणरुत्तसअं कुणइ अज्जा	Over and over again I told her the words you confided to me, But claiming she hadn't quite caught them She made me repeat the message a hundred times.
पाअडिअणेहसब्भावणिब्भरं तीअ जह तुमं दिट्ठो,संवरणवावडाए अण्णो वि जणो तह च्चेअ	The way she looks at you, With love and affection written all over her face, She looks at everyone else as well, To conceal her feelings.
गेण्हह पुलोअह इमं पहसिअवअणा पइस्स अप्पेइ,जाआ सुअपढमुब्भिण्णदंतजुअलंकिअं वोरं	"""Take it and have a look!"" With a broad smile on her face She hands her husband the jujube fruit With the marks on it Of their son's first pair of teeth."
अच्छउ ता जणवाओ हिअअं चिअ अत्तणो तुह पमाणं,तह तं सि मंदणेहो जह ण उवालंभजोग्गो सि	Never mind the gossip: Judge by your own feelings. Anyway, You have grown so cool That you are beyond reproach.
अप्पच्छंदपहाविर दुल्लहलंभं जणं विमग्गंत,आआसवहेहि भमंत हिअअ कइआ वि भज्जिहिसि	You rush ahead, following your own fancy, Always in quest of the unattainable man. One day, heart, as you roam the skies, You'll crash.
अहव गुण च्चिअ लहुआ अहवा गुणअण्णुओ ण सो लोओ,अहव म्हि णिग्गुणा वा वहुगुणवंतो जणो तस्स	Maybe my talents are slight, Maybe for him talents mean nothing, Maybe I have no talents And he knows someone who has.
पासासंकी काओ णे ऽच्छइ दिण्णं पि पहिअघरिणीए,ओणत्तकरअलोअलिअवलअमज्झट्ठिअं पिंडं	The crow refuses the rice ball offered by the woman Whose husband is abroad. Seeing it stuck between the bracelet, Which has slipped from her arm, And the downturned palm of her hand, The bird is wary of a trap.
ओहिदिअहागमासंकिरीहि सहिआहि कुड्डलिहिआओ,दो तिण्णि तहिं मिअ चोरिआइ रेहा पुसिज्जंति	Her friends, Unsure when the final day would come, Stealthily wiped out one or two strokes Of her tally.
अज्जं गओ त्ति अज्जं गओ त्ति अज्जं गओ त्ति गणिरीए,पढम च्चिअ दिअहद्धे कुड्डो रेहाहि चित्तलिओ	"""Today he has left."" ""Today he has left."" ""Today he has left."" Already on the very first morning She covered the whole wall with lines."
ण वि तह पढमसमागमसुरअसुहे पाविए वि परिओसो,जह वीअदिअहसविलक्खलक्खिए वअणकमलम्मि	The satisfaction of that first night Was nothing compared to seeing the embarrassment Next day On the lotus of her face.
जे समुहागअवोलंतवलिअपिअपेसिअच्छिविच्छोहा,अह मण्णे मअणसरा जणस्स जे होंति ते होंतु	As he walks towards me, passes, And then looks back, My lover's tremulous glances Are to me like Love's arrows Whatever they may be to others.
इअरो जणो ण पावइ तुह जहणारुहणसंगमसुहेल्लिं,अणुहवइ कणअदोरो हुअवहवरुणाण माहप्पं	The pleasure of riding your thighs Is for special people only. Take the golden girdle: It had to go through the ordeal of fire and water first.
जो जस्स विहवसारो तं सो देइ त्ति किं थ अच्छेरं,अणहोंतं पि हु दिण्णं दोहग्गं तइ सवत्तीणं	Normally one gives away things Of which one has a surplus. But to your husband's other wives you give Something that is not yours to give: Unhappiness.
चंदसरिसं मुहं से सरसो अमअस्स मुहरसो तिस्सा,सकअग्गहरहसुज्जलचुंवणअं कस्स सरिसं से	Her face is round like the moon, Her lips taste like nectar, Grabbing her by the hair And giving her a passionate kiss, What is that like?
उप्पण्णत्थे कज्जे अइचिंतंतो गुणागुणे तम्मि,चिरआलमंदपेच्छित्तणेण पुरिसो हणइ कज्जं	When an opportunity finally offers itself, Endlessly weighing the pros and cons And considering the matter carefully, As if one had all the time in the world, Are sure ways to bungle one's chances.
पत्तिअ ण पत्तिअंती जइ तुज्झ इमे ण मज्झ रुइरीए,पुट्ठीअ वाहविंदू पुलउब्भेए ण भिज्जंता	Believe me, I would not believe you If these tears that I weep Were not pierced by the gooseflesh Rising on your back As you kneel before me.
तं मित्तं काअव्वं जं किर वसणम्मि देसआलम्मि,आलिहिअभित्तिवाउल्लअ व्व ण परंमुहं ठाइ	Make a friend of the man Who, wherever or whenever it may be, Stands by you in adversity Steady as an image in a wall painting.
वहुआइ णइणिउंजे पढमुग्गअसीलखंडणविलक्खं,उड्डेइ विहंगउलं हाहा पक्खेहि व भणंतं	"Embarrassed By the girl losing her virginity, A flock of birds Flies up from the bushes by the river, Seeming to say ""Ah! Ah!"" with their wings."
सच्चं भणामि वालअ ण त्थि असक्कं वसंतमासस्स,गंधेण कुरुवआणं मणं पि असइत्तनं ण गआ	What makes you think I'm lying, you fool? I know spring can do anything, But the fragrant flowers of the amaranth Have not made me in the least unfaithful.
ता किं करेउ जइ तं सि तीअ वइवेढपेल्लिअथणीए,पाअंगुट्ठग्गुक्खित्तणीसहंगीअ वि ण दिट्ठो	What is she to do If, wobbling on tiptoe And squeezing her breasts against the fence, She still can't see you?
पिअसंभरणपलोट्टंतवाहधाराणिवाअभीआए,दिज्जइ वंकग्गीवाइ दीवओ पहिअजाआए	Anxious about the stream of tears Rolling down her face At the thought of her absent husband, She turns her head aside As she puts down the lamp.
ता मज्झिमो च्चिअ वरं दुज्जणसुअणेहि दोहि वि ण कज्जं,जह दिट्ठो तवइ खलो तहेअ सुअणो अईसंतो	I'd rather have something in between. For what use is a bad man Or, for that matter, a good one? A bad man causes pain by his presence, A good man by his absence.
अद्धच्छिपेच्छिअं मा करेहि साहाविअं पलोएहि,सो वि सुदिट्ठो होहिइ तुमं पि मुद्धा कलिज्झिहिसि	Don't peep at him on the sly. Look him straight in the eye. That way you'll get a good look at him And people will take you for an innocent.
दिअहं खुडुक्किआए तीए काऊण गेहवावारं,गरुए वि मण्णुदुक्खे भरिमो पाअंतसुत्तस्स	I will never forget How, for all her resentment, She dropped off to sleep At my feet, After a day of household chores Performed in angry silence.
पाणउडीअ वि जलिऊण हुअवहो जलइ जण्णवाडम्मि,ण हु ते परिहरिअव्वा विसमदसासंठिआ पुरिसा	The fire that burns in the outcast's hut Then burns on the sacrificial altar. Never shun a person However wretched his circumstances.
जं तुज्झ सई जाआ असईओ सुहअ जं च अम्हे वि,ता किं फुट्टउ वीअं तुज्झ समाणो जुआ ण त्थि	The reason why your wife is faithful And we are unfaithful to our husbands, Is obvious, my dear: There isn't another young man like you.
सव्वस्सम्मि वि डड्ढे तह वि हु हिअअस्स णिव्वुइ च्चेअ,जं तेन गामडाहे हत्थाहत्थिं कुडो गहिओ	Even though everything I had went up in flames I am overjoyed, For during the fire It was he who took the bucket of water From my hand into his.
तस्स अ सोहग्गगुणं अमहिलसरिसं च साहसं मज्झ,जाणइ गोलाऊरो वासारत्तद्धरत्तो अ	His unmanly bliss And my unwomanly boldness Are known only to the swollen waters of the Goda And the midnights of the rainy season.
ते वोलिआ वअस्सा ताण कुडुंगाण खण्णुआ सेसा,अम्हे वि गअवआओ मूलुच्छेअं गअं पेम्मं	The friends of our youth have passed away, Of those bowers nothing remains but stumps, Gone is the vigor of former days, And love has been cut to the roots.
जस्स जहिं चिअ पढमं तिस्सा अंगम्मि णिवडिआ दिट्ठी,तस्स तहिं चेअ ठिआ सव्वंगं केण वि ण दिट्ठं	On whichever part of her body One's eye falls first There it stays. No one has ever seen the whole of her body.
विरहे विसं व विसमा अमअमआ होइ संगमे अहिअं,किं विहिणा समअं चिअ दोहिं पि पिआ विणिम्मविआ	Away from me She is like deadly poison, Together again She is sweeter than nectar. How did the Creator manage To combine these two potions In my darling?
अद्दंसणेण पुत्तअ सुट्ठु वि णेहाणुवंधघडिआइं,हत्थउडपाणिआइ व कालेण गलंति पेम्माइं	Silly boy, However close the ties of affection, If people don't see one another, Love gradually seeps away Just like water between one's cupped hands.
पइपुरओ च्चिअ णिज्जइ विंछुअडट्ठे ऽति जारवेज्जघरं,णिउणसहीकरधरिआ भुअजुअलंदोलिरी वाला	"Before her husband's very eyes Her sharp friends pick up the young wife And carry her, arms adangle, To her healer-lover's house, Saying: ""She's been bitten by a scorpion."""
विक्किणइ माहमासंमि पामरो पारिडिं वइल्लेण,णिद्धूममुम्मुरे सामलीअ थणए णिअच्छंतो	Seeing his wife's dark breasts Which, but for the absence of smoke, Resemble black heaps of burning chaff, The farmer barters his cloak for a buffalo In the cold month of Magha.
सच्चं भणामि मरणे ठिअ म्हि पुण्णे तडम्मि तावीए,अज्ज वि तत्थ कुडुंगे णिवडइ दिट्ठी तह च्चेअ	Though I am nearing death, I swear that, even now, My gaze falls, as ever, On the thicket that grows By the banks of the holy Taptê.
अंधअरवोरपत्थिं व माउआ मह पइं विलुंपंति,ईसाअंति मह च्चिअ छेप्पाहिंतो फणो जाओ	Mother, They snatch my husband from me As if he were a dish of plums in a blind man's hands. At the same time they are jealous of me: A hood is growing out of the snake's tail!
वेविरसिण्णकरंगुलिपरिग्गहक्खलिअलेगणीमग्गे,सोत्थि च्चिअ ण समप्पइ पिअसहि लेहम्मि किं लिहिमो	"Because my pen keeps slipping In my clammy fingers I can't even finish the word ""Dear."" Friend, tell me, How can I write the rest of my letter?"
मामि हिअअं व पीअं तेण जुआणेण मज्जमाणाए,ण्हाणहलिद्दाकडुअं अणुसोत्त जलं पिअंतेण	Mother, That young man Who downriver drank the water That was bitter with my turmeric soap, Has as good as drunk my heart.
जिविअं असासअं चिअ ण णिअत्तइ जोव्वणं अइक्कंतं,दिअहा दिअहेहि समा ण होंति किं णिट्ठुरो लोओ	Life is transient, Youth passes never to return, Tomorrow is not the same as today. So why are people so stubborn?
अज्ज मए गंतव्वं घणंधआरे वि तस्स सुहअस्स,अज्जा णिमीलिअच्छी पअपरिवाडिं घरे कुणइ	Because even on this dark night she intends to meet her lover, The girl paces up and down indoors With her eyes tightly shut.
सुअणो ण कुप्पइ च्चिअ अह कुप्पइ विप्पिअं ण चिंतेइ,अह चिंतेइ ण जंपइ अह जंपइ लज्जिओ होइ	A gentleman never gets angry. When he gets angry He never has nasty thoughts. When he has nasty thoughts He never expresses them. When he expresses them He is ashamed of himself.
चंदमुहि चंदधवला दीहा दीहच्छि तुह विओअम्मि,चउजामा सअजाम व्व जामिणी कह वि वोलीणा	he moon was bright, My moon-faced beauty, And the night was long, My long-eyed girl. The four watches passed. Though, with you away, They seemed to last A hundred
तह सोण्हाइ पुलइओ दरवलिआवंगतारअं पहिओ,जह वारिओ वि घरसामिएण आलिंदए वसिओ	After the flicker of a side glance From the daughter-in-law The traveler, refused entry By the master of the house, Spent the night on the veranda.
कं तुंगथणुक्खित्तेण पुत्ति दारट्ठिआ पलोएसि,उण्णामिअकलसणिवेसिअग्घकमलेण व मुहेण	Whom are you looking out for, Standing at the door? Your face above your prominent breasts Looks like a lotus Placed on top of the two water pots Standing ready to welcome a guest
वइविवरणिग्गअदलो एरंडो साहइ व्व तरुणाणं,एत्थ घरे हलिअवहू एद्दहमेत्तत्थणी वसइ	"With its leaves pushing through The gaps in the fence The castor oil plant seems to be telling The youths of the village ""Here lives a farmer's wife With breasts this big."""
पडिवक्खमण्णुपुंजे लावण्णउडे अणंगगअकुंभे,पुरिससअहिअअधरिए कीस थणंती थणे वहसि	Why do you groan as you carry them —Two heaps piled with your rivals' jealousy, Two vessels brimful of beauty, Two elephant lobes stuffed with love? In their hearts men by the hundred Are sharing the burden Of your breasts
घरिणीघणथणपेल्लणसुहेल्लिपडिअस्स होंतपहिअस्स,अवसउणंगारअवारविट्ठिदिअहा सुहावेंति	The would-be traveler has become so addicted to the pleasant pastime Of fondling his wife's firm breasts That he welcomes any bad omen —Wishes it were Tuesday or a day of rain
सा तुज्झ कए वालअ अणिसं घरदारतोरणणिसण्णा,ओसूसइ वंदणमालिअ व्व दिअहं चिअ वराई	You fool, It is on your account That the poor girl sits patiently Beneath the doorway And, like the garland of welcome Festooning it, wilts every day
हसिअं सहत्थतालं सुक्खवडं उवगएहि पहिएहिं,पत्तअफलाण सरिसे उड्डीणे पूसविंदम्मि	Laughing and clapping, The travelers run towards the shady banyan Loaded with juicy fruit When a flock of parrots flies up To reveal a bare, shrivelled tree
कह णाम तीअ तह सो सहावगरुओ वि थणहरो पडिओ,अहवा महिलाण चिरं को वि ण हिअअम्मि संठाइ	How come that her breasts, Once so firm, Now sag like this? On the other hand, Who abides forever in a woman's heart?
सुअनु वअणं छिवंतं सूरं मा साउलीअ वारेहि,एअस्स पंकअस्स अ जाणउ कअरं सुहप्फंसं	Lovely woman, Don't cover your face with your shawl. Let the sun find out which is more pleasant to touch, Your face Or the lotus.
माणोसहं व पिज्जइ पिआइ माणंसिणीअ दइअस्स,करसंपुडवलिउद्धाणणाइ मइराइ गंडूसो	Turning her face upwards With his cupped hands, Her husband offers her wine —One mouthful to drink As a medicine For sulkiness.
कह सा णिव्वण्णिज्जउ जीअ जहालोइअम्मि अंगम्मि,दिट्ठी दुव्वलगाइ व्व पंकपडिआ ण उत्तरइ	How can I describe her? Once you see her body You cannot take your eyes off it: They are like a helpless cow Stuck in the mud
कीरंति च्चिअ णासइ उअए रेह व्व खलअणे मेत्ती,सा उण सुअणम्मि कआ अणहा पाहाणरेह व्व	Like writing on water Friendship with a bad man Fades as soon as it's begun. With a good man it is immutable Like an inscription in stone
अव्वो उक्करआरअ पुणो वि तत्तिं करेसि गमणस्स,अज्ज वि ण होंति सरला वेणीअ तरंगिणो चिहुरा	Ah, what a cruel man you are, Thinking of leaving again While the hair of my braid has not yet had time To uncurl.
ण वि तह छेअरआइ वि हरंति पुणरुत्तराअरसिआइं,जह जत्थ व तत्थ व जह व तह व सब्भावणेहरमिआइं	Making love With great sophistication, For all the pleasure Of constantly renewed passion, Is not as rapturous As making love Wherever and however With true affection.
उज्झसि पिआइ समअं तह वि हु रे भणसु कीस किसिअ त्ति,उअरिभरेण अआणुअ मुअइ वइल्लो वि अंगाइं	I have both you And your new love To bear in my heart. How dare you ask, you fool, Why I am wasting away? Even an ox collapses when overloaded.
दढमूलवद्धगंठि व्व मोइआ कह वि तेण मे वाहू,अम्हेहि वि तस्स उरे खुत्त व्व समुक्खआ थणआ	With great difficulty He released himself from my arms As if untangling a tight knot And I extracted my breasts Deeply buried in his chest.
अणुणअपसाइआए तुज्झ ऽवराहे चिरं गणंतीए,अपहुत्तोहअहत्थंगुरीअ रुण्णं वराईए	Only after you had won her round Did she start to make a count of your offenses. When the fingers of both hands proved not enough The poor thing finally burst into tears.
धुअइ व्व मअकलंकं कवोलपडिअस्स माणिणी उअह,अणवरअवाहजलभरिअणअणकलसेहि चंदस्स	See how the affronted wife Is washing away the dark patches of the moon Reflected on her cheek With an endless stream of water From the jars of her eyes.
गंधेण अप्पणो मालिआण णोमालिआ ण फुट्टिहइ,अण्णो को वि हआसाइ मंसलो परिमलुग्गारो	Among the other flowers in a garland The scent of the young jasmine will never get lost: There is something unusually powerful About the damned thing
फलसंपत्तीअ समोणआइ तुंगाइ फलविपत्तीए,हिअआइ सुपुरिसाणं महातरूणं व सिहराइं	The hearts of good men are like the tops of tall trees: When laden with fruit They are bent on sharing And when bare they are uplifted.
आसासेइ परिअणं परिवत्तंतीअ पहिअजाआए,णित्थामुव्वत्तणवलिअहत्थमुहलो वलअसद्दो	The sound of her bracelets, As the traveler's wife turns on her side And weakly moves her hands, Is enough to reassure her friends
ण विणा सब्भावेणं घेप्पइ परमत्थजाणुओ लोओ,को जुण्णमंजरं कंजिएण वेआरिउं तरइ	A man who knows the ultimate truth Is only won over by true goodness, For who can trick an old cat with rice gruel?
रण्णाउ तणं रण्णाउ पाणिअं सव्वदो सअंगाहं,तह वि मआण मईण अ आमरणंताइ पेम्माइं	In the jungle grass and water Are everywhere free for the asking, And still the love between a doe and a stag Lasts until death.
तुप्पाणणा किणो अच्छसि त्ति परिपुच्छिआइ वहुआइ,विउणावेढिअजहणत्थलाइ लज्जोणअं हसिअं	When he asked his young wife Why her face was still smeared with ghee, She looked away in embarrassment But smiled, Her skirt wrapped twice around her thighs.
हिअअ च्चेअ विलीणो ण साहिओ जाणिऊण घरसारं,वंधवदुव्वअणं मिव दोहलओ दुग्गअवहूए	Conscious of the family's situation, The pregnant wife does not mention what she craves for But keeps it to herself, Like an indecent proposal made by one of her husband's brothers.
धावइ विअलिअधम्मिल्लसिचअसंजमणवावडकरग्गा,चंडिलभअविवलाअंतडिंभपरिमग्गिणी घरिणी	With one hand clutching at her skirt, Which is slipping down, And with the other her hair, Which has come loose, The housewife chases after her little son, Who is running away, scared of the barber
जह जह उव्वहइ वहू णवजोव्वणमणहराइ अंगाइ,तह तह से तणुआअइ मज्झो दइओ अ पडिवक्खो	The more the wife flaunts her delicious, young body The thinner become her waist, her husband, And her rivals
जह जह जरापरिणओ होइ पई दुग्गओ विरूओ वि,कुलवालिआण तह तह अहिअअरं वल्लहो होइ	The poorer, the uglier, the more decrepit Her husband becomes The more a true woman loves him.
एसो मामि जुआणो वारं वारेण जं अडअणाओ,गिम्हे गामेक्कवडोदअं व किच्छेण पावंति	Aunt! There goes the young man Whom all the hussies in turn Try to grab hold of, Just like the water in the only well in the village On a hot summer's day
गामवडस्स पिउच्छा आवंडुमुहाण पंडुरच्छाहं,हिअएण समं असईण पडइ वाआहअं पत्तं	Aunt, A yellow leaf, battered by the wind, Falls from the village banyan And with it the pale faces Of the false women.
पेच्छइ अलद्धलक्खं दीहं णीससइ सुण्णअं हसइ,जह जंपइ अफुडत्थं तह से हिअअट्ठिअं किं पि	She stares into thin air, Heaves long sighs, Smiles vacantly And mutters nonsense: There must be something on her mind.
गहवइ गओ म्ह सरणं रक्खसु एअं ति अडअणा भणिउं,सहसागअस्स तुरिअं पइणो च्चिअ जारम् अप्पेइ	"""My lord, This man seeks shelter with us. Do look after him."" With these words the wife hastily introduced her lover To her husband Who had returned home unexpectedly"
हिअएछिअस्स दिज्जउ तणुआअंतिं ण पेच्छह पिउच्छा,हिअएछिओ म्ह कत्तो भणिउं मोहं गआ कुअरी	"Aunt, Marry the girl to the person she fancies. Can't you see she is pining away? ""'Person I fancy'? What do you mean?"" So saying the girl fell in a faint."
खिण्णस्स उरे पइणो ठवेइ गिम्हावरण्हरमिअस्स,ओल्लं गलंतकुसुमं ण्हाणसुअंधं चिहुरभारं	Wet and fragrant after her bath And with flowers falling from it, She lays her long, thick hair On her exhausted husband's chest After a summer afternoon Of making love
अह सरसदंतमंडलकवोलपडिमागओ मअच्छीए,अंतोसिंदूरिअसंखवत्तकरणिं वहइ चंदो	Reflected in the deer-eyed woman's cheek Covered with fresh tooth marks, The moon looks like a white conch shell Red on the inside.
पुसिआ कण्णाहरणेंदणीलकिरणाहआ ससिमऊहा,माणिणिवअणम्मि सकज्जलंसुसंकाइ दइएण	The lover wipes away the silver moonbeams Blending with the blue gleams of her sapphire earrings From the face of his offended mistress, Mistaking them for tears mixed with eye-black.
एद्दहमेत्तम्मि जए सुंदरमहिलासहस्सभरिए वि,अणुहरइ णवर तिस्सा वामद्धं दाहिणद्धस्स	In the whole wide world Teeming with thousands of beautiful women The only thing that matches this woman's right side . . . Is her left side.
जह जह वाएइ पिओ तह तह णच्चामि चंचले पेम्मे,वल्ली वलेइ अंगं सहावथद्धे वि रुक्खम्मि	Since love is fickle I dance to my lover's tune. A creeper twines itself Around the unbending tree
दुक्खेहि लब्भइ पिओ लद्धो दुक्खेहि होइ साहीणो,लद्धो वि अलद्धो च्चिअ जइ जह हिअअं तह ण होइ	He can be captured only with the greatest difficulty And once captured he is difficult to keep, And even if captured, He is not captured Unless his heart is captured as well
अव्वो अणुणअसुहकंखिरीअ अकअं कअं कुणंतीए,सरलसहावो वि पिओ अविणअमग्गं वला णीओ	How stupid! She was so anxious to taste the pleasure of being groveled to That she made out that he had done something When he hadn't, And led her innocent lover into devious ways.
हत्थेसु अ पाएसु अ अंगुलिगणणाइ अइगआ दिअहा,एण्हिं उण केण गणिज्जउ त्ति भणिउं रुअइ मुद्धा	Having passed the time By counting the days First on her fingers, then on her toes, The young girl burst into tears, Not knowing what to count with next
कीरमुहसच्छहेहिं रेहइ वसुहा पलासकुसुमेहिं,वुद्धस्स चलणवंदणपडिएहि व भिक्खुसंघेहिं	The flowers of the flame trees, Which resemble parrots' beaks, Make the ground resplendent, Like a congregation of monks Prostrate in worship at the feet Of the Buddha
ण गुणेण हीरइ जणो हीरइ जो जेण भाविओ तेण,मोत्तूण पुलिंदा मोत्तिआइ गुंजाउ गेण्हंति	People are not captivated by true qualities But by what takes their fancy. The Pulindas brush pearls aside But seize upon the guñja seeds The jeweler uses as weights.
पुट्ठिं पुससु किसोअरि पलोहरंकोल्लपत्तचित्तलिअं,छेआहि दिअरजाआहि उज्जुए मा कलिज्जिहिसि	Slender girl, Don't be so naïve: Brush off your back All trace of the leaves From the aṃkolla in the yard, Otherwise your clever sisters-in-law will start thinking.
अच्छीइ ता थइस्सं दोहि वि हत्थेहि तम्मि दिट्ठम्मि,अंगं कलंवकुसुमं व पुलइअं कह णु ढक्किस्सं	The moment I see him I will cover my eyes with both hands, But how am I going to hide my body Which is bristling like a spiky kadamba blossom?
झंझावाउत्तिणिए घरम्मि रोऊण णीसहणिसण्णं,दावेइ व गअवइअं विज्जुज्जोओ जलहराणं	The storm snatched the thatch from the roof And the lightning flashed through the rafters As if to show the clouds the helpless wife, Sitting in tears Alone without her husband.
सुहपुच्छिआइ हलिओ मुहपंकअसुरहिपवणणिव्वविअं,तह पिअइ पअइकडुअं पि ओसहं जह ण णिट्ठाइ	After she who peeped in to ask how he was Had with her fragrant breath Cooled the bitter medicine, The plowman drained it to the very last drop
अह सा तहिं तहिं व्विअ वाणीरवणम्मि चुवकसंकेआ,तुह दंसणं विमग्गइ पब्भट्टणिहाणठाणं च	Having missed the assignation In all those reed beds, She looks for you everywhere As though in search of lost treasure
लुम्बीओ अंगणमाहवीण दारग्गलाउ जाआउ,आसासो पंथपलोअणे वि पिट्ठो गअवईणं	In spring The clusters of jasmine Bar the gate of the courtyard. Even the comfort of looking down the road Is denied to the grass widows.
पिअदंसणसुहरसमउलिआइ जइ से ण होंति णअणाइं,ता केण कण्णरइअं लक्खिज्जइ कुवलअं तिस्सा	If her eyes were not closed In ecstasy At seeing her lover, Who would notice the blue lily Behind her ear?
चिक्खिल्लखुत्तहलमुहकड्ढणसिढिले पइम्मि पासुत्ते,अप्पत्तमोहणसुहा घणसमअं पामरी सवइ	When he fell asleep, Exhausted after a day of dragging the plow through thick mud, His wife, Angry at missing the pleasures of love, Cursed the rainy season.
दुम्मेंति देंति सोक्खं कुणंति अणुराअअं रमावेंति,अरइरइवंधवाणं णमो णमो मअणवाणाणं	They cause grief, Give pleasure, Create a longing And allay it: Praised be the arrows of the God of Love, Kindred of pleasure and pain.
कुसुममआ वि अइखरा अलद्धफंसा वि दूसहपआवा,भिंदंता वि रइअरा कामस्स सरा वहुविअप्पा	How very puzzling! Though made of flowers They are extremely sharp. Though they make no contact They are irresistibly powerful. Though they cut through the flesh They cause delight —The arrows of the God of Love
ईसं जणेंति दावेंति मम्महं विप्पिअं सहावेंति,विरहे ण देंति मरिउं अहो गुणा तस्स वहुमग्गा	They cause jealousy, Kindle love, Make grief bearable And prevent separation from being fatal: Love's arrows have so many different effects.
णीआइ अज्ज णिक्किव पिणद्धणवरंगआइ वरईए,घरपरिवाडीअ पहेणआइ तुह दंसणासाए	Have a care— The poor girl, wearing a freshly dyed dress, Is distributing festival cakes from door to door In the hope of catching a glimpse of you.
णक्खुक्खुडिअं सहआरमंजरिं पामरस्स सीसम्मि,वंदिं मिव हीरंतिं भमरजुआणा अणुसरंति	Bees pursue the mango blossom That the scruffy farmhand has torn off with his nails And placed on his head, Like young men thronging around a woman Taken hostage
मुहविज्झविअपईवं णिरुद्धसासं ससंकिउल्लावं,सवहसअरक्खिओट्ठं चोरिअरमिअं सुहावेइ	The lamp blown out, Stifled sighs, Fearful whispers, Lips sealed by hundreds of vows: Oh! the joys of stolen love.
वहलतमाहअराई अज्ज पउत्थो पई घरं सुण्णं,तह जग्गेसु सअज्जिअ ण जहा अम्हे मुसिज्जामो	It is pitch-dark outside, My husband left today, And the house is deserted. Please, neighbor, do keep watch: I don't want to be burgled.
संजीवणोसहं मिव सुअस्स रक्खइ अणण्णवावारा,सासू णवब्भदंसणकंठागअजीविअं सोण्हं	Without leaving her bedside for a moment The mother nurses her daughter-in-law Who has almost expired at the sight of the first rain clouds, As if she were a medicine which could restore The life of her son
णूणं हिअअणिहित्ताइ वससि जाआइ अम्ह हिअअम्मि,अण्णह मणोरहा मे साहसु कह तीअ विण्णाआ	You live in my heart With your wife locked in your own For tell me how else could she know exactly what I want?
तइ सुहअ अईसंते तिस्सा अच्छीहि कण्णलग्गेहिं,दिण्णं घोलिरवाहेहि पाणिअं दंसणसुहाणं	When she could no longer follow you With her eyes stretching almost to her ears She poured a libation with rolling tears To the past pleasure of seeing you
उप्पेक्खागअ तुह मुहदंसणपडिरुद्धजीविआसाइ,दुहिआइ मए कालो केत्तिअमेत्तो व्व णेअव्वो	How much longer can I go on In this misery, My will to live dependent On visualizing your face In my imagination?
वोलीणालक्खिअरूअजोव्वणा पुत्ति कं ण दूमेसि,दिट्ठा पणट्ठपोराणजणवआ जम्मभूमि व्व	Don't worry, dear girl, When youth and beauty are all but gone You can still cause pain, Like the sight of one's birthplace From which the familiar faces Have vanished
परिओसविअसिएहिं भणिअं अच्छीहि तेण जणमज्झे,पडिवण्णं तीअ वि उव्वमंतसेएहि अंगेहिं	In the midst of the crowd A boy speaks through his eyes Shining with delight, And a girl replies As her limbs break out in a sweat
जइ सो ण वल्लहो च्चिअ गोत्तग्गहणेण तस्स सहि कीस,होइ मुहं ते रविअरफंसविसट्टं व तामरसं	If he is not dear to you How comes it, my friend, That at the mere mention of his name Your face opens like a lotus Touched by the rays of the sun?
