prakrit	english
पुव्वसयसहस्साइं बहूणि काऊण पवरसामन्नं,संलेहणाए सम्मं झोसित्ता निययदेहं तु	With great difficulty Bridegroom's daughter - in - law answered," "You will meet the fate which awaits you."
अणुरायवसा तं चिय झायन्ती सुरवरं निए हियए,कयअणसणा वसुमई कालं काऊण उववन्ना	Anura vasa is one in which the pleasures of love are banished, For when does one cease to experience them?
ईसाणनामम्मि बिइज्जकप्पे चन्दज्जुणे दिव्वविमाणयम्मि,देवस्स चन्दज्जुणनामगस्स चन्दप्पहा नाम पहाणदेवी	God's name is Chandapaha, the moon is full of moonbeams, The goddess of heaven names her vessels after the moon.
एसोवि परिसमप्पइ वसुमइसुरलोयपावणो नाम,सुरसुन्दरिनामाए कहाए छट्ठो परिच्छेओ	"What's this noise about? It's the name of that lovely man Who used to decorate his room With paintings of beautiful women?" "was the refrain of six paragraphs.
अह पुव्वसङ्गएणं समयं चन्दज्जुणेण देवेण,गạ̄धाणुरायरत्ता भुञ्जइ दियलोगसोक्खाइं	"Oh! the time has come For the moon to rejoice With flowers; Now, dear girl, The rays of the moon Have roasted the sweetwood trees.
चन्दप्पहदेवीए सुरलोए सुरवरेण तेण समं,बोलीणो बहुकालो दिव्वसुहं अणुहवन्तीए	The goddess of the moon spoke for a long time, Equal to her in melody with the moonlight."
अह अन्नया कयाइवि विच्छायं पिच्छिऊण नियदइयं,भयभीया सा देवी तं देवं एवमुल्लवइ	Oh! what a frightful goddess! She is so afraid of being chased by some strange creature That she does not even know it is a god.
सामिय! कीस ससङ्को अरइपरद्धोव्व दीससि तुमन्ति,तह कन्त! रुइविवज्जियदेहो दीणोव किं इण्हिं?	Samia! Why do you look so piteously upon Sasanko, then? What do you mean, a day spent in tears?"
सुक्कइ कीस अकम्हा कुसुमसमूहो सिरम्मि सञ्जमिओ?,वसणाणि तुज्झ सामिय! सामलवन्नाणि किं अहुणा?	Why so dry? Can't you see the clusters of yokels Rising in the west? Stay where you are! What makes a woman so hot?"
थरहरइ कीस दिट्ठी कामम्मि य सịधिलआयरो इण्हिं,मोडसि य कीस अङ्गं पुणो पुणो,देव! वज्जरसु?	Why tremble at the very sight Of that lovely man Whose limbs are twisted Once again? God, is it thunderous?"
अह चन्दज्जुणदेवो एवं पुट्ठो पियाए वज्जरइ,किं न याणसि सुन्दरि! जेण ममं पुच्छसि इमं तु?	"Ah, the moon - eyed god, And the buttocks are dripping with drink. Don't you know you are a beauty! If you ask me, Is this you?
देवस्स चवणसमए इमाणि जायन्ति सुयणु! लिङ्गाणि!,ता मज्झवि चुइसमओ आसन्नो वट्टइ इयाणिं	At the time of God's rest, these women go to sleep! And the lingam! So, too, do I need to go to my husband's bedside or to his wife's."
एवं निसम्म वयणं देवी अइवल्लहस्स देवस्स,उपन्नगरुयसोया दुक्खं नरओवमं पत्ता	And without a doubt, the goddess is one of God's most beloved, like a man possessed by a demon afflicted with illness.
अह अन्नया कयाइवि सो देवो तीइ पिच्छमाणीए,खरतरपवणसमुद्धयदीवोव्व अदंसणीभूओ	Oh! my God! It is a slippery slope! But the God of Love, Who dwells in deep waters, Appears invisible to all.
दट्ठूण चुयं देवं देवी चन्दप्पहा सुदुक्खत्ता,मुच्छाविरमे करुणं विलविउमेवं समारद्धा	When the gods saw her they were filled with compassion. When the moon saw her happiness They were moved to tears.
हा! नाह! पाणवल्लह! मोत्तूण ममं गओ कहिं देव!,तुमए रहिया सामिय! कं सरणमहं पवज्जामि?	"Yes! No! Waterman! Kill me, my God! Where have you been? Stay with me, Samia! How can I return home?
खणलवमेत्तम्पि तुमं विणा मए नेव नाह! अच्छन्तो,मोत्तूण ममं इण्हिं कत्थ गओ लोयणाणन्द!	I can't live without you, my dear! But where have you been all this time Since my husband left for Loynananda?"
तं चेव मज्झ सरणं तं नाहो जीवियं तुमं देव!,तुमए मुक्का सामिय! भण इण्हिं कत्थ वच्चामि?	You have saved my life! No, you are a god! But where am I going to get it?"
हा! कत्थ गओ वल्लह! एत्थ अणाहं ममं पमोत्तूणं,को मह सरणं इण्हिं सामिय! तुमए पमुक्काए?	"Hey! Where have you been! You stupid bitch! Here I am waiting for you, Who cares if I'm still alive? You fool?
सो चेव देवलोगो देवसहस्सोवसोहिओ रम्मो,तुह विरहियाए इण्हिं भावइ नरओवमो मज्झ	It is the Lord God's pleasure to make love to you, and it is my desire that you should separate you from me, for I am like a man possessed by a demon.
तं चिय इमं विमाणं रम्मं मणिकणगरयणविच्छुरियं,तुमए मुक्कं भावइ घडियालयसच्छहं नाह!	Because you are so eager to see the moonlit night sky, You must be thinking of the clock!
किङ्करवग्गोपि इमो चाडुकरो विणयकरणतल्लिच्छो,परमाहम्मियसरिसो भासइ तुह नाह! विरहम्मि	"Kinkaroo, you stupid cowgirl, Staring at the fence, You look like you're about to fall apart, Don't be alarmed!
पुंनागनागचम्पयनमेरुमन्दाररेहिरं रम्मं,उज्जाणं तुह विरहे असिपत्तवणंव पडिहाइ	Love without fear, Love without anger, Love devoid of passion, Is an inexhaustible force.
वरमज्जणवावीओ निम्पलजलपूरियाओ रम्माओ,भासन्ति तुज्झ विरहे वेयरणिनईए तुल्लाओ	Wretched women, Full of nectar, Make love; It seems as if the bracelets of separation on your body Are hanging loose.
धन्नाओ नारीओ जाओ मयं अणुसरन्ति भत्तारं,एयम्मि देवभावे कत्तो एयारिसं मज्झ?	Happy women! I have a running fever. Where in the Godhead am I now?"
एमाइ पलवमाणा सा देवी हणइ नियय हत्थेहिं,अङ्गाइं सुदुक्खत्ता कन्दन्ती करुणसद्देण	This is the God of Love, Who gives souls at will, Whose limbs are straight and whose limbs are smooth, Who dispenses mercy.
मुच्छिज्जइ पुणरुत्तं नीसाहारा य पडइ भूमीए,सम्पत्तचेयणा सा पुणरवि एवं समुल्लवइ	To wither away or fall to the ground One must again plunder and plunder One's wealth.
हा! नाह! किं न पेच्छसि विलवन्तिं जं न देसि उल्लावं,किं वा रुट्ठो वल्लह! किं अवरद्धं मए तुज्झ?	"Yes! no! Why do you not watch the wailings That do not cause you to break out, Or why, you rote lover! Am I supposed to follow you?
पणयकुवियाए सामिय! चाडुसहस्साणि मज्झ कुव्वन्तो,इण्हिं कीस अकण्डे विलवन्तिं मुञ्चसि ममं तु?	Proud wife, Samia! My husband is angry. Why are you still angry with me When he's back again?"
हा! नाह! किं न याणसि अइगुरुअणुरायमोहिया एसा,मह विरहे कह होही जेण अकण्डे तुमे मुक्का?	"Yes! No! Aren't you afraid That, being so demanding of your lover, I might part ways With you If, for one thing, you ever break up with him?
एवं बहुप्पगारं पिययमविरहम्मि कन्दमाणा सा,जाया उम्मूलियकमलिणिव्व विच्छायमुहकमला	And the lotus flower, Which is like a lotus in a nectar, Is very fragrant When opened with water."
दट्ठूण गरुयसोयं गुरुदुक्खसमोहयं तयं देविं,तीए निद्धवयंसा सयम्पभा एवमुल्लवइ	When a woman sees a god, She is moved by her feelings, When a man sees a woman's sorrows And acts as a healer.
जाणियजिणवयणावि हु संसारसरूवयं सुणेऊण,इयरमहिलव्व पियसहि! विलवसि किं एरिसं बहुहा?	"I have heard so much about you from other people's walks of life, And now I can hear it with all the ears of the world. Your wife is thirsty! Will you complain again? Is this too much for you?
पियसहि! न हु साहारो बहुणावि हु विलविएण जं अत्थि,ता किं छालियगलथणसमेण विहलेण रुन्नेण?	Thirsty! I cannot help it, I am very thin and wretched at the moment I cry out. So why cry out loud While the nail mark is still visible?"
जइ विलवसि सयहुत्तं पिट्टसि देहं करेसि गुरुसोयं,तहवि हु न एइ दइओ कालकयन्तेण जो नीओ	If you moan, Your limbs quiver, And your body twists, You'll do it yourself, But you won't because of this anomaly of time Which you took.
तो एयं नाऊणं नेहं सịधिलेसु मुञ्च गुरुसोगं,उज्जम जिणिन्दधम्मे एवंविहदुक्खसमणम्मि	Now therefore, do not take this name from me: It is my master's gift to you: To live brightly, in the midst of adversity and the presence of suffering.
सो तवसञ्जमरूवो देवभवे नत्थि वट्टमाणाए,सम्मत्तसुद्धिहेउं सुन्दरि! ता उज्जमं कुणसु	She walks in circles so that no one can see her. But beware: She is perfectly healthy And looks beautiful! Keep her eyes bright."
गन्तूण विदेहेसुं वन्दसु तिलोक्कबन्धवजिणिन्दे,केवलिणो तह साहू सञ्जमकरणुज्जए धीरे	"Traveler, If you ever want to go abroad, Stop being touchy And take a rest. Only after you've spent the night elsewhere Will you be able to make it slowly.
सासयजिणभवणट्ठियजिणिन्दबिम्बाणि परमभत्तीए,कुलसेलदीवपव्वयठियाणि गन्तूण पणमेसु	Mother - in - law, Please allow me to go to my parents'house, Wherever they are staying, As long as I am safe.
एवं विसुद्धसम्मत्तसञ्जुया पाविऊण मणुयत्तं,लद्धुं जिणवरदिक्खं हयकम्मा वयसि सिद्धीए	And if you want to attain enlightenment And are able to control your emotions, You have to fight to the death To see what true wisdom is all about.
एवंविहदुक्खाइं तत्थ गया नेव पाविसि अवस्सं,जरमरणरोगसोगेहिं वज्जिया होसि आकालं	And since the separation was painful, there has never been a worse time for you to be ill with the germ.
एवं सयम्पभाए भणिया चन्दप्पहा तहिं देवी,मोत्तुण दइयसोगं समागया एत्थ लोयम्मि	And when the moon was full of rain clouds She was a goddess, And when death came She was associated with mercy In this world.
सहिया सयम्पभाए वन्दित्ता जिणवरिन्दबिम्बाइं,नन्दीसरम्मि ताहे समागया एत्थ भरहम्मि	Friend, My sister - in - law offers Me a mouthful of sweets, A heart full of love Only when one's affection is satisfied.
तत्थ य पेच्छइ नयरे रायगिहे पवरबाहिरूज्जाणे,समणगणसेवियकमं ससुरासुरमणुयपरियरियं	There she is, looking down the road at her rivals, Their husbands abroad And their wives abroad.
धम्मं वागरमाणं सुहङ्करं नाम केवलिं ताहे,गयणाओ ओयरिया सा देवी पियसहिसमेया	Only in the name of the most beautiful thing in the world, the goddess of love, Who is so affectionate, Can anyone sing the song of praise?
वन्दिय सुहङ्करं तं सुहं करन्तं तु भवियसत्ताणं,सेसम्पि समणसङ्घं उवविट्ठा उचियदेसम्मि	If you wish to please her, You can only do so in good faith; This union of equals will bring about a just judgment.
अह सो भयवं तीए सदेवमणुयासुराइपरिसाए,गम्भीरभारईए एवं भणिउं समाढत्तो	Oh! she was so afraid! She turned her face away from him, Taking him for a godly man, And saying," "I agree.
अइदुलहो मणुयभवो सुकुलुप्पत्ती जिणिन्दधम्मो य,पत्तम्मि तम्मि उज्जमह सव्वहा मा पमाएह	If this is the case, My dear, If you desire to enjoy your pleasure, Do not neglect to decorate yourself with bright flowers.
करगहियसलिलसरिसं खणे खणे झिज्जए इमं आउं,तम्हा जिणवरधम्मे मा हु पमायं कुणह तुम्हे	Come, I beg of you, If you wish to escape from my heart, I will arrange for you to stay where you are For the rest of my life.
कुससूइअग्गसङ्गयजललवतुल्लम्मि जीवियव्वम्मि,उज्जमह भावसारं अइविसमा जेण कम्मगई	Kusasuya, The water flowing in the nectar of anger, Is like a flame burning in the fire of passion Which has already begun to burn.
जम्हा पमायमूलं दुक्खं सव्वम्पि एत्थ संसारे,चउसुवि गईसु नियमा तेण इमो होइ मोत्तव्वो	Because of my husband, all the sorrow is here in the world, But if you flout the rules, It's as if I am the one who dies.
एसो जम्मनिमित्तं रोगजरामरणदुक्खसयहेऊ,एयवसगा य सत्ता भमन्ति भवसागरे घोरे	This is the hour when death and illness come our way, when power roams the skies
मोत्तुण ता पमायं करेह वरउज्जमं जिणिन्दस्स,धम्मम्मि तग्गयमणा संसारसमुद्दबोहित्थे	When she dies, you will do your best to revive her, For the dharma has taught her a whole new way of seeing the world.
परमत्थबन्धुभूए इमम्मि धम्मम्मि उज्जमं कुणह,निद्धूयसव्वपावा पावह तो मोक्खसोक्खाइं	The supreme friend, may my dharma glow brightly, may you find all the blessings of love, and may you attain liberation.
नाउं कहन्तरं सा देवी चन्दप्पहा इमं भणइ,भयवं! कत्थुववन्नो दइओ चन्दज्जुणो मज्झ?	"No! But after a while the goddess speaks to him of the moon - eyed man, Afraid! Where, O God of Love, Is the moon Man's mother?
मह कित्तियं च आउं इओ चुयाए य कत्थ मह जम्मो?,दइएण तेण होज्ज नवा दंसणं मज्झ?	How much do I need to inhale and exhale, or how long can I enjoy it?, Maybe it's because I need a new sight."
एवं च पुच्छिओ सो बहुमाणजुयाए तीए देवीए,भयवं सुहङ्करो अह एवं भणिउं समाढत्तो	And if you ask me, How old is she? She is very young, She is a goddess, And she is very beautiful."
भद्दे! सो तुह दइओ इह चेव य भारहम्मि वासम्मि,वेयड्ढपव्वयवरे उत्तरसẹ̄धीए रम्माए	"You fool! Please, my heavy heart, Let me live with you For the rest of my life. Instead of lying down, I'm going to lie down and make love again.
नयरम्मि चमरचञ्चे भाणुगईनामयस्स खयरस्स,पियजायाकुच्छीए उप्पन्नो पुत्तभावेण	A naïve girl would say," "My boy, you're crazy, If you ever want to get drunk You can drink water only with your eyes open."
पलिओवमाणि अट्ठ ओ तुह आउ आसि समुदियं मद्दे!,इण्हिं तु वासलक्खं अवसेसं चिट्ठए आउं	"Come, you froward woman, And the sea will be yours for a drink! But it is as if you had written a letter to the God of Love.
पुन्नम्मि वासलक्खे चइऊण तुमम्पि तीइ सẹ̄धीए,सुरनन्दणम्मि नयरे खयरस्स ओ असणिवेगस्स	Punnammi vaasalikai chaayoon tumhiye saadhee, suranandanammi nayare khayarasa and asanivegas."
धूया होहिसि भद्दे! पवरा उ पियङ्गुमञ्जरीनामा,पुव्वदइएण समयं तत्थ य तुह दंसणं होही	"You fool, it's time for you to wake up! It's high time we saw you again.
तत्तो य भणइ देवी नायव्वो सो मए कहं भयवं!,कहवा पाणिग्गहणं होही मह तेण समयम्पि?	Well, my God! How can I be afraid of that?," "Is it time for me to go down into the water?
अह केवलिणा भणियं निसुणसु जत्ताए जिणवरिन्दस्स,उम्मिट्ठकरिवराओ मोइस्सइ जो तुमं भद्दे!	Oh! only you, silly girl, Stop spitting all over the place Because you are a disgusting person!
सो चेव य नायव्वो एसो सो पुव्ववल्लहो मज्झ,पुणरवि विसेसदंसणमेवं तुह होहिही तेण	He is a hero, a gentleman, and I am sure he will be to you as well, In seeing him again and again.
तुह माउलधूयाए पाणिग्गहणम्मि कणगमालाए,काउं तीए रूवं एही सो मित्तकज्जेण	Your mother - in - law has dyed the surface of your face with crimson ghee, so this is her lookalike making friends.
जो तत्थ कणगमालारूवो होही स पुव्वदइउत्ति,नायव्वो नीसङ्कं भद्दे! चन्दप्पभे! तुमए	The tree that grows on the lotus Is a poisonous tree, But the sky is blue! It's the moon! You are it!
तयणन्तरं च होही पाणिग्गहणम्पि तेण सह तुज्झ,जाईसरणेण तुमं सुमरिस्ससि मह इमं वयणं	After the arrow has passed You are with him, holding on to the bow Because you forgot how to kiss him."
एवं पियसहि! धारिणि! केवलिवयणं निसम्म सा देवी,जाया हरिसियहियया केवलिणो नमिय पयकमलं	And thirsty! poor woman! Only God can heal her wounds. Anybody can save her. It only takes one lotus."
तत्तो उप्पइया सा सासयजिणचेइयाइं सव्वाइं,वन्दित्ता तित्थयरे महाविदेहेसु सव्वेवि	There she is, towering above her mother - in - law's eyes, And everywhere along the way She welcomes great gods.
सट्ठाणं सम्पत्ता तं चिय देवं मणेण चिन्तेन्ती,अह अन्नया कयाइवि सावि चुया आउयखयम्मि	I have so much wealth that I consider myself a god. Or perhaps I should commit suicide or else I will die soon.
एवं च ठिए जा सा वसुमई अज्जा देवी चन्दप्पहा य सुरलोए,सा हं पियङ्गुमञ्जरिनामा इह सुयणु! सञ्जाया	And behold, the fragrant moon - wearing goddess Chandapaha is hovering over us; yes, my dear, it must be sleeping!
दठ्ठूण देवनिवहं जाईसरणम्मि अज्ज उप्पन्ने,सम्भरिओ सो देवो पाणप्पिओ आसि जो सग्गे	I suppose you have seen the Lord's wife these days, but the Lord wants you to come with him.
चिरपरिचियस्स पियसहि! गाढं उक्कण्ठिया अहं इण्हिं,तस्सङ्गमइच्छाइ समुच्छुगं इण्हि मह चित्तं	Well - known, thirsty man! Deep in my heart I am half way there, And my heart is full of desire."
तं कइय दिणं होही जम्मि ससिणेहनिद्धदिट्ठीए,पुव्वभवनेहबद्धं पेच्छिस्सं वल्लहं तमहं?	What makes you think I'm going to give him a look at your breasts If he wants to hang around with me?
कह सो मे दट्ठव्वो सिग्घं कह तेण सङ्गमो होही,एवंविहचिन्ताए जाया सोगाउरा अहयं	Tell me, Have I seen her before, Been with her since, And thought I might grieve over her again?
तं चिय चितन्तीए 'वक्खित्तमणाइ आगयावि तुमं,पियसहि! नो सच्चविया तेण न सम्भासिया भद्दे!	She thought to herself," "Vakhitmanai aagaya tum, pyaasahi! No, really, this can't be a bad conversation."
तं जं तुमए पुट्ठं जायं किं सोगकारणं तुज्झ,पियसहि! धारिणि! तं तुह नीसेसं साहियं एयं	What a pity it is for you, my son - in - law, That you should come to grief at the death of your wife! For I must help you to cope."
अह धारिणीए भणियं केवलिवयणं न अन्नहा भद्दे!,ता कीस कुणसि सोयं एवं एएण होयव्वं?	Oh! my poor girl, Only talking is useless, Not eating! So how can you be like that And still be so?"
हसिऊण मए भणियं एवं एयन्ति नत्थि सन्देहो,नवरं अइउक्कण्ठा तुवरइ मह माणसं सुयणु!	Laugh at me, Say no more, No more doubts: My man has fallen asleep while I was making love!
एत्थन्तरम्मि पिययम! चम्पगमाला समागया जणणी,भणइ लहु पुत्ति! मज्जसु भुञ्जसु कुण पवरसिङ्गारं	"Here comes the sweetmeat! Young lady, What a feast for the eyes! Tell me, son - in - law! Who's the hotter than a buffalo In a forest?
भणियं च मए किं अम्मि! कारणं जं अइप्पगे चेव,जाया भोयणवेला,अम्माए तओ इमं भणियं	"Mother - in - law, what can I do? Because whatever you do, you must do it yourself, you foolish girl! Mother, please, speak of it yourself.
उज्जाणे जिणभवणे होही ण्हवणं जुगादिदेवस्स,महया विच्छड्डेणं अत्थमणं जाव सूरस्स	When the sun is high, Living beings produce life, When the sky is hot, Destroying the heavens.
तत्थ य पुरवत्थव्वो वच्चइ ण्हवणस्स पेक्खओ लोगो,अम्हेवि गमिस्सामो परियणसहियाइं तत्थेव	On that day The Lord will come, people will see, And we will go to our villages, And there we will stay, Helping those in need.
तेणेव कारणेणं पभायसमयम्मि भोयणं सिद्धं,ता होसु लहुं पउणा जिणभवणे जेण वच्चामो	For that reason alone, I am ready to sacrifice my life every moment, provided I come back to life with the people I love.
एवं नियजणणीए वयणं सोऊण उट्ठिया झत्ति,कयभोयणाइचेट्ठा आरụ̄धा सन्दणे पवरे	And when the destiny woman puts her feet to the ground She gets up quickly, But when she looks away Her face is covered With gooseflesh."
नियपरियणपरियरिया गया य उज्जाणभूसणे तत्थ,जिणमन्दिरम्मि सम्मं पूइत्ता वन्दिओ भयवं	When the appointed time has come And the fire is burning brightly, The hunter is afraid to go as far as the temple of God.
दिट्ठं जिणिन्द ण्हवणं कीरन्तं भत्तिजुत्तखयरेहिं,वित्तप्पाये न्हवणे नियपरियणसञ्जुया अहयं	I have never before seen you in such a hurry, Never mind how busy you are bathing, Always on time.
आरụ̄धा रहपवरे वलिया नयरस्स अभिमुहा जाव,उम्मिट्ठो नयराओ नीहरिओ करिवरो ताव	"And behold, the plowman's daughter - in - law is making her way towards the barber." "The barber is so forthright That he refuses to budge Even when approached by women.
तं दट्ठुं संमुहमिन्तं तुरया मह रहवरस्स उत्तट्ठा,उम्मग्गेण पयट्ठा भग्गो सो सन्दणो ताहे	When I saw you I was blown away; My spirit soared. But the sandalwood tree was destroyed by the fire of love."
भूमीए अहं पडिया मुच्छाए विगयचेयणा जाया,तेण परं जं जायं पिययम! तमहं न जाणामि	I have not known a single person on earth who is thirsty or thirsty, except those whom I meet.
नवरं दिट्ठो सि तुमं वीयन्तो निययउत्तरीएण,दट्ठूण तुमं जाओ गरुओ हिययम्मि आणन्दो	You look at the bridegroom As he sits beside you On your wedding day. But when he sees you He welcomes you with open arms.
तत्तो मज्झ विगप्पो पिययम! एसो मणम्मि सञ्जाओ,एयं तं सञ्जायं केवलिणा जं तयाइट्ठं	"That's my wig, dear! This is the bridegroom's evening. It's the only evening I've had That has to be fixed.
पुव्वभवसङ्गओ सो ता नूणं एस वल्लहो मज्झ,रमइ य इमम्मि दिट्ठी मणं च आणन्दमुव्वहइ	"My boy, He's so nice to me, He loves me so much That his eyes and ears just meet.
अमएणव संसित्तं दिट्ठम्मि इमम्मि मह सरीरम्पि,वियसियनयणो एसोवि दीसए साणुरागोव्व	The sight of my immortal self Is like seeing the dark side of my body.
ता मह पाणपिओ सो अवस्समेसॊत्ति जाव चिन्तेमि,ताव य परियणसहिया समागया तत्थ मह धाई	Then I will drink water, And when I am exhausted I will think of going to sleep. When my friends come to me with dear ones They will nurse me
अभिनन्दिऊण तीए आपुट्ठो ताहिं पिययम! तुमन्ति,वच्चमो नियनयरे उस्सूरं वट्टए जेण	"Congratulations, you're the only one who understands that!" "Once you do, I'm sure you can take advantage of it.
एवं भणिउं चलिया तत्तो य मए विचिन्तियं एयं,पुन्नेहिं पिओ दिट्ठो इण्हिं न चएमि छड्डेउं	And let me tell you, I was just thinking of you when I saw you again. I don't want to leave you.
एयस्स वयणपङ्कयपलोयणं मोत्तु मह इमा दिट्ठी,पङ्कनिबुड्डा दुब्बलगाइव्व न सक्कए गन्तुं	This is my mother's death, I have never seen her before. But please, poor girl, Do not trouble yourself."
अविय एवंविहे मुहुत्ते नयणजुयं मिलइ कस्सवि जणस्स,हत्थिव्व पकखुत्तो दुक्खुत्तारं दढं होइ	There are moments when one cannot meet a young man without first catching a glimpse of him. When one holds out one's hand One sees a poor man
एसा वि मज्झ धाई चलिया एयं पमोत्तु मणदइयं,लज्जाए वज्जरिउं अहम्पि सक्केमि नो किम्पि	This is my dhayi chala, This is pramottu mandayi, Shame on you, You fool, I can't complain."
ता मज्झ इमं जुत्तं गिण्हामि इमस्स किञ्चि आभरणं,तं चिय पलोइऊणं जेण मणं निव्वुइं कुणइ	Well, I suppose I have a pair of shoes for him, and he has some ornaments for me to wear, so that I may mark his mark.
मणवल्लहेण एएण विरहिया नियमिहम्मि सम्पत्ता,तं चेव पुलइऊणं सन्धीरिस्सामि नियहिययं	A man devoid of virtue restores to us our wealth; It is not lawful for us to squelch it With the pull of our loins.
अन्नं च किल एस इत्थिरूवो पाणिग्गहणम्मि कणगमालाए,एही,तत्थ य होही पुणोवि किल दंसणं इमिणा	There are grains of rice in the paddy field, And leaves of jasmine all over the place. Yet there are those who refuse to see a single bud again."
इय तइया केवलिया आइट्ठं मज्झ तेण एयस्स,तं चेव य आभरणं साभिन्नाणं तहिं होही	It's only your eyes that tell me so much, And it's his chevron That makes me want to see you.
एवं विचिन्तिऊणं मुद्दारयणं तु तुम्ह हत्थाओ,गहियं वल्लह! तइया नियया य समप्पिया मुद्दा	"And the puzzling issue is that you, Mr Handsome, have reached a dead end! It is a matter for judgment or settlement.
पियकरफासपवित्तं परिहित्ता तम्पि गुरुपमोएण,चलिया वलन्तगीवा सपरियणा नयरसंमुहिया	A drunkard falls asleep on the pyre, His younger brother falls asleep, And the traveler is carried away, Like a man possessed by a snake.
अह धारिणिनामाए कन्ने होऊण मज्झ उल्लवियं,एयं केवलिवयणं निव्वडियं ताव इक्कं तु	"My dear, I have this red dot on my ear: Only in this damned village do you see me.
ता एस देवजीवो पुव्विं जो आसि तुज्झ वल्लहओ,एवं तीए भणिए सरोसमेवं मए भणियं	Then the God of Love came to you, and said," "I agree with you on all points."
हुं हुं दिट्ठा सि तुमं धारिणि! अवसरसु दिट्ठिमग्गाओ,एवंविहमणिबद्धं जा जम्पसि अम्ह पुरउत्ति	"I see you are pregnant! Look, opportunity presents itself. Get married and jump in front of us!
इण्हिं न वल्लहो किं पुव्वं जं आसि मज्झ वल्लहओ,ईसिं हसिऊण तओ कयञ्जली धारिणी भणइ	I have no more love for you, my dear. What need has the Lord of Love for me to do?" was her laugh.
पियसहि! खम अवराहं सव्वमसच्चं इमं मए भणियं,जह पुव्वं तह अहुणावि वल्लहो चेव तुह एसो	"Dear friend, I beg of you all the less. In this way, dear friend, You have acquired such a wealth That you now command the love of your enemies.
किं पुण भणामि सच्चं जइ दइओ कीस उज्झिउं चलिया?,ता मा पियसहि! रूससु घडइ चिय मह इमं वयणं	"How can I tell you the truth? What makes you angry? Stop being angry! It also makes me angry. This is how I should behave.
एमाइ बहुविगप्पं सहासवयणाइ तीइ सञ्जुत्ता,पत्ता गिहम्मि कमसो अत्थमिओ ताव सूरोवि	I am multi - dimensional, She is easy to get along with, But, dear girl, The sun never sets on your body.
अह तीए धारिणीए जाइसरणाइसयलवुत्तन्तो,कहिओ मह माऊए तं सोऊं हरिसिया एसा	When her in - laws returned from the funeral pyre They told me that her husband had died."
तीएवि सव्वं कहियं मह पिउणो असणिवेगनामस्स,तत्तो य हरिसिएण वज्जरियं तेण एवं तु	She said all this to me in a drunken stupor, And now, dear girl, You and I are at loggerheads."
आसि मह गरुयचिन्ता धूया जं पुरिसवेसिणी जाया,न य इच्छइ किञ्चि वरं कहमेयमहं करिस्सामि?	Come, wash away my pride Which does not appeal to men's fancy, Nor do you want me to do anything else. How can I help it?
सुन्दरमेयं जायं जाईसरणं इमीए जं जायं,अम्हं चिय अब्भुदओ अब्भुदओ उब्भिन्ने पाणियं पडियं	Beautiful women, wherever we go, We stare at the rising waters of the Goda.
अन्नं च पुरिसेहिं मज्झ सिट्ठं हत्थिभए जेण मोइया एसा,सो भाणुमइपुत्तो चित्तगई नाम वरकुमरो	The name of the bridegroom is Chittagai, as the saying goes:" "He who dies sits beside me On my husband's lap."
तस्सेव देमि एयं जइ इच्छा अत्थि तम्मि एआए?,तत्तो चम्पगमाला हरिसियचित्ता इमं भणइ	Tasseva, is this the way I want to be?," That's what Champagmala, greedy heart, says to me.
जोगॊ च्चिय सो कुमरो इमाइ पवराइ मज्झ धूयाए,एईएवि सञ्जाओ अइगुरुओ तम्मि अणुराओ	Who is this girl, Running around in circles, Washing the mud from her feet? It's the same girl Who in the evening Started to sulk."
किन्तु निसुणेसु सामिय! रन्नो कणगप्पहस्स एयस्स,भाणुगइणो य रण्णो परोप्परं गरुयवेरन्ति	But do not be alarmed, Samia! The crows are laughing so loudly That they start to shout at each other."
जलणप्पहकज्जेणं,सुप्पसिद्धं चेव तुम्ह एयन्ति,ता कह एही इहइं चित्तगई पाणिगहणत्थं?	"You practice what is pleasant, that is to say, the practice of waking up," "so how can this be said of an attentive woman?
धूया संयवरा जइ पेसिज्जइ तम्मि चेव नयरम्मि,एवं न होइ पिययम! आणन्दो मज्झ हिययस्स	Dhuya, if you ever get angry with me, You'll never forgive me, And neither will my lover! My heart belongs to men."
जओ एसा एक्का धूया वल्लहिया ता इमीए वीवाहं,जह नवि पेच्छामि अहं ता किं मह जीविएणन्ति?	Joe, it's the same fucking girl, That's my wife now, I need a new one, So why am I alive?"
एवं चम्पगमाला मह जणणी जाव तत्थ उल्लवइ,ताव य चन्दणनामो मह भाया आगओ भणइ	And when the moon gives birth to a garland of jasmine It bursts into flames. So does my brother's name appear on the moon
किं अच्छह वीसत्था तुम्हे इह ताय! निव्विचिन्तत्ति,एयं नयरं ताव य सव्वम्पि हु आउलीभूयं	How come you are so restless! It's as if all my enemies have come to you."
तत्तो भणियं पिउणा केण व कज्जेण पुत्त! जाणासि?,अह चन्दणेण भणियं इय वत्ता ताव नयरम्मि	"Well, son of a bitch, who the hell needs a drink then? You know what?" "With a moonlit bitch it's like a river in spate.
किल कणगप्पहरन्नो जिणभवणे लन्धियम्मि कुद्धेण,विज्जाणं अवहारो विहिओ धरणिन्दनामेण	Kill the grasshopper, Jump off the tree of life, Use it for learning, And burn it with the arrow of the God of Love.
