english	prakrit
The lamp was so absorbed In looking at the young couple Playfully making love In all sorts of different positions That it did not notice that the oil had run out.	दट्ठूण तरुणसुरअं विविहविलासेहि करणसोहिल्लं,दीवो वि तग्गअमणो गअं पि तेल्लं ण लक्खेइ
The nasty dog is dead, Mother-in-law is drunk, My husband is out, And the buffalo has broken the bolt. Who is going to tell on us?	वोडसुणओ विवण्णो अत्ता मत्ता पई वि अण्णत्थो,फडही वि मोडिआ महिसएण को कस्स साहेउ
Parched by the heat, the buffalo licks a snake, Taking it for a mountain rivulet, And the snake sips the buffalo's spittle, Taking it for water falling from black rock.	गिरिसोत्तो त्ति भुअंगं महिसो जीहाइ लिहइ संतत्तो,महिसस्स कण्हपत्थरझरो त्ति सप्पो पिअइ लालं
Though he had no more work in the fields, The farmer would not go home, To spare himself the pain Of finding it empty Now that his wife was dead	पत्तणिअंवप्फंसा ण्हाणुत्तिण्णाइ सामलंगीए,जलविंदुएहि चिहुरा रुअंति वंधस्स व भएण
The soup is burnt, The chickpeas aren't roasted, The young man has gone past, And I am stuck in this house With an angry mother-in-law. It's like playing the flute to phantoms.	सुप्पं डड्ढं चणआ ण भज्जिआ सो जुआ अइक्कंतो,अत्ता वि घरे कुविआ भूआण व वाइओ वंसो
By their wide and staring eyes And the gooseflesh on their cheeks These women betray their lovers Who, hidden underwater, Have put their arms around them.	पिसुणेंति कामिणीणं जललुक्कपिआवऊहणसुहेल्लिं,कंडइअकवोलुप्फुल्लणिच्चलच्छीइ वअणाइ
A swarm of gnats hovers over the buffalo's shoulders. When he hits them with his horn They hum like the plucked strings of a lute.	महिसक्खंधविलग्गं घोलइ सिंगाहअं सिमिसिमंतं,आहअवीणाझंकारसद्दमुहलं मसअवुंदं
Look at the flock of parrots Flying out of the hole in that tree As though it had an autumn fever And were spitting blood and bile.	उअह तरुकोडराओ णिक्कंतं पूसुआण रिंछोलिं,सरए जरिओ व्व दुमो पित्तं व सलोहिअं वमइ
A sulking woman Does not hurt so much by silence As by small talk After overwhelming anger.	ण वि तह अनालवंती हिअअं दूमेइ माणिणी अहिअं,जह दूरविअंभिअगरुअरोसमज्झत्थभणिएहिं
Sniffing the wayside kadamba blossom, Your eyes full of tears, Take heart, young traveler! You are sure to see the face of your wife again.	गंधं अग्घाअंतअ पिक्ककलंवाण वाहभरिअच्छ,आससु पहिअजुआणअ घरिणिमुहं मा ण पेच्छिहिसि
Cloud, Thunder with all your might above me, For I have a heart of iron. But spare my poor girl at home, Who has already loosened her hair, As it would be death to her.	गज्ज महं चिअ उवरिं सव्वत्थामेण लोहहिअअस्स,जलहर लंवालइअं मा रे मारेहिसि वराइं
The waning moon veiled by the red sky at dawn Looks like the nail mark on the young bride's bosom Showing through her crimson gauze.	संझाराओत्थइओ दीसइ गअणम्मि पडिवआचंदो,रत्तदुऊलंतरिओ थणणहलेहो व्व णववहूए
My dear man, Why scan the sky If it's crescent moons you're after? Try looking at your sister-in-law's shoulder: You'll find a whole row of them there.	अइ दिअर किं ण पेच्छसि आआसं किं मुहा पलोएसि,जाआइ वाहुमूलम्मि अद्धअंदाण परिवाडिं
How can I put it in words? One can say so little in a letter. But the ache I feel in your absence Is something you know of yourself.	वाआइ किं भणिज्जउ केत्तिअमेत्तं व लिक्खए लेहे,तुह विरहे जं दुक्खं तस्स तुमं चेअ गहिअत्थो
The girl's thick, fragrant hair Is like a column of smoke rising from the fire of love, Like a bunch of peacock's tail feathers Waved by the conjuror to distract his audience, Like the victory banner of youth.	मअणग्गिणो व्व धूमं मोहणपिच्छिं व लोअदिट्ठीए,जोव्वणधअं व मुद्धा वहइ सुअंधं चिउरभारं
The line of bees around the large lotus flower,Feasting loudly on its nectar,Looks like the jingling girdle of sapphires Around the waist of the nymph of spring.	रुंदारविंदमंदिरमअरंदाणंदिआलिरिंछोली,झणझणइ कसणमणिमेहल व्व महुमासलच्छीए
With fear and with longing The kidnappers repeatedly steal glances At the round breasts of the warrior's wife As if they were pots of gold Guarded by snakes.	चोरा सभअसतण्हं पुणो पुणो पेसअंति दिट्ठीओ,अहिरक्खिअणिहिकलसे व्व पोढवइआथनुच्छंगे
How much happiness Can my errant husband get From the sidelong glances Cast by women starved of love?	केत्तिअमेत्तं होहिइ सोहग्गं पिअअमस्स भमिरस्स,महिलामअणछुहाउलकडक्खविक्खेवघेप्पंतं
It's your own wife: You can embrace her. Suddenly awoken by cockcrow, You look around distraught As if you'd spent the night In another man's house, But don't be alarmed: It's your own.	णिअधणिअं उवऊहसु कुक्कुडसद्देण झत्ति पडिवुद्धो,परवसहिवाससंकिर णिअए वि घरम्मि मा भासु
In despair The travelers stare at the new shoot on the mango tree, As though it were one of Love's arrows Crimson with a clot of blood.	णवपल्लवं विसण्णा पहिआ पेच्छंति चूअरुक्खस्स,कामस्स लोहिउप्पंगराइअं हत्थभल्लं व
That their husbands blithely go abroad Is the fault of their wives. The moment one or two of them die There will be no more talk of separation.	महिलाणं चिअ दोसो जेण पवासम्मि गव्विआ पुरिसा,दो तिण्णि जाव ण मरंति ता ण विरहा समप्पंति
Hey, you fool, Can't you walk a little faster? The poor girl is dying. Stop dragging your feet. The mere sight of you will revive her. No doubt of it.	वालअ दे वच्च लहुं मरइ वराई अलं विलंवेण,सा तुज्झ दंसणेण वि जीवेज्ज ण एत्थ संदेहो
While all around the forest is burning, Lines of red flame steadily advancing, The foolish doe does not flee, Imagining herself in a forest of flame trees.	तंमिरपसरिअहुअवहजालोलिपलीविए वणाभोए,किंसुअवणं ति कलिऊण मुद्धहरिणो ण णिक्कमइ
The mynah bird has prattled In front of the elders About what we get up to in bed So that, for the moment, I don't know which way to turn.	णिहुअणसिप्पं तह सारिआइ उल्लाविअं म्ह गुरुपुरओ,जह तं वेलं माए ण आणिमो कत्थ वच्चामो
Eager to taste the fresh nectar That seeps from between the petals At the moment they unfold, There is nothing the bee will not do To the jasmine's closed bud.	पच्चग्गुप्फुल्लदलुल्लसंतमअरंदपाणलेहलओ,तं ण त्थि कुंदकलिआइ जं ण भमरो महइ काउं
Aunt, There must be something very special about the early jasmine That we don't know about, Such that all the bees converge on its tiny flowers.	सो को वि गुणाइसओ ण आणिमो मामि कुंदलइआए,अच्छीहिं चिअ पाउं अहिलस्सइ जेण भमरेहिं
The village headman's daughter is such a beauty That she has on her own turned all the men of the village into gods By making them unable to blink.	एक्क च्चिअ रूअगुणं गामणिधूआ समुव्वहइ,अणिमिसणअणो सअलो जीए देवीकओ गामो
That they are churning the ocean To retrieve the nectar of immortality Only shows that the gods have not yet tasted your lips.	मण्णे आसाओ च्चिअ ण पाविओ पिअअमाहररसस्स,तिअसेहि जेण रअणाअराहि अमअं समुद्धरिअं
Mortally wounded by a sharp arrow Shot from behind the hunter's ear, The doe, knowing she would not see her mate again, Rolled over and fixed him with a lingering gaze.	आअण्णाअड्ढिअणिसिअभल्लमम्माहआइ हरिणीए,अद्दंसणो पिओ होहिइ त्ति वलिउं चिरं दित्थो
Lifting up her lovely arms To display the freshly plucked flowers, The garland seller plucks at The hearts of young men.	मालारी ललिउल्लुलिअवाहुमूलेहि तरुणहिअआइं,उल्लूरइ सज्जुल्लूरिआइ कुसुमाइ दावेंती
The fuller the breasts of the hunter's wife The thinner her waist, The thinner her loving husband and his bow, The thinner the youths in her village, And the thinner her husband's other wives.	मज्झो पिओ कुअंडो पल्लिजुआणा सवत्तीओ,जह जह वड्ढंति थणा तह तह झिज्जंति पंच वाहीए
Eager to feast his eyes On the flower seller's Gorgeous shoulders, The young rake finds an excuse For hanging around By cross-questioning her About her prices.	मालारीए वेल्लहलवाहुमूलावलोअणसअण्हो,अलिअं पि भमइ कुसुमग्घपुच्छिरो पंसुलजुआणो
The plowman's son in this damned village Hasn't a clue. The landowner's daughter is dying But with no doctor at hand Whom to tell?	मंदं पि ण आणइ हलिअणंदणो इह हि डड्ढगामम्मि,गहवइसुआ विवज्जइ अवेज्जए कस्स साहामो
As the stag steps in front of the doe To face the arrow And then the doe steps in front of the stag, The hunter throws away his bow Drenched with tears of distress.	एक्कक्कमपरिरक्खणपहारसमुहे कुरंगमिहुणम्मि,वाहेण मण्णुविअलंतवाहधोअं धणुं मुक्कं
Wait a moment, my handsome friend, I've a message from someone. Or perhaps I haven't. She always acts so rashly, She'd be better off dead. No, I've nothing to tell you.	ता सुहअ विलंव खणं भणामि कीअ वि कएण अलम् अहवा,अविआरिअकज्जारंभआरिणी मरउ ण भणिस्सं
The plowman is so spoilt by the sweets The tax gatherer's wife has given him to eat That he now turns up his nose at all other sweets.	भोइणिदिण्णपहेणअचक्खिअदुस्सिक्खिओ हलिअउत्तो,एत्ताहे अण्णपहेणआण छीवोल्लअं देइ
You stupid girl, Don't make a laughingstock Of your doting husband.	वाउव्वेल्लिअसाहुलि थएसु फुडदंतमंडलं जहणं,चडुआरअं पइं मा हु पुत्ति जणहासिअं कुणसु
You will meet him, No need to hurry, Wait till the moon is full. For no one will tell your face Apart from moonlight Any more than milk from milk.	गम्मिहिसि तस्स पासं सुंदरि मा तुअर वड्ढउ मिअंको,दुद्धे दुद्धं मिव चंदिआइ को पेच्छइ मुहं दे
Aunt, If these sanctimonious people object, Let them. One can't help it if one's eyes stray Toward the headman's son.	जइ जूरइ जूरउ णाम मामि परलोअवसणिओ लोओ,तह वि वला गामणिणंदणस्स वअणे वलइ दिट्ठी
Like a house without furnishings, Like the basin of a waterfall without water, Like a cowshed without cattle —Her face without you.	गेहं व वित्तरहिअं णिज्झरकुहरं व सलिलसुण्णइअं,गोहणरहिअं गोट्ठं व तीअ वअणं तुह विओए
This girl is so shy That the feelings aroused in her By the sight of you, Like a poor man's dreams, find Fulfillment only in the mind.	तुह दंसणेण जणिओ इमीअ लज्जाउलाइ अणुराओ,दुग्गअमणोरहो विअ हिअअ च्चिअ जाइ परिणामं
"Since it is due to you That she has grown thin How could you jokingly ask her why? ""I usually do in summer"" was her reply Before she broke down."	जं तणुआअइ सा तुह कएण किं जेण पुच्छसि हसंतो,अह गिम्हे मह पअई एव्वं भणिऊण ओरुण्णा
The bee is so eager to taste the fresh nectar, He cannot stop to unfold the tight-knit petals But simply pierces the tip of the bud.	अविहत्तसंधिवंधं पढमरसुब्भेअपाणलोहिल्लो,उव्वेल्लिउं ण आणइ खंडइ कलिआमुहं भमरो
The God of Love strings his bow When women sit astride their husbands, Thighs twitching, Eyes closing And hair tossing around.	दरवेविरोरुजुअलासु मउलिअच्छीसु लुलिअचिहुरासु,पुरिसाइरीसु कामो पिआसु सज्जाउहो होइ
I will do my best to avoid Doing the things you don't like, But, my dear, What can I do about the things I don't like?	जं जं ते ण सुहाअइ तं तं ण करेमि जं मम्ऽ आअत्तं,अहअं चिअ जं ण सुहामि सुहअ तं किं मम्ऽ आअत्तं
Wretched shyness stops her every limb From acting naturally, But even with her parents standing by It cannot force her not to use her ears.	वावारविसंवाअं सअलावअवाण कुणइ हअलज्जा,सवणाण उणो गुरुसंणिहे वि ण णिरुंझइ णिओअं
The doe looked at the solitary stag With such longing That the bow dropped from the hand Of the hunter Whose wife was dear to him.	एक्कल्लमओ दिट्ठीअ मइअ तह पुलइओ सअण्हाए,पिअजाअस्स जह धणुं पडिअं वाहस्स हत्थाओ
The girl has left open her dark blue bodice, Like a door two inches ajar, To show the young men A sample of her breasts.	दोअंगुलअकवालअपिणद्धसविसेसणीलकंचुइआ,दावेइ थणत्थलवण्णिअं व तरुणी जुअजणाणं
With her head catching the water That drips from the eaves She protects her little son, But does not notice that he is wet With the tears she sheds For her absent husband.	रक्खेइ पुत्तअं मत्थएण ओच्छोअअं पडिच्छंती,अंसूहि पहिअघरिणी ओल्लिज्जंतं ण लक्खेइ
With a dry crust of mud on the surface But still wet below The village streets seem to sigh heavily As people go to and fro.	अब्भंतरसरसाओ उवरिं पव्वाअवद्धपंकाओ,चंकम्मंतम्मि जणे समूससंति व्व रच्छाओ
He looked at her In such a way, And she at him, That, at the same moment, They both consummated their love.	तह तेण वि सा दिट्ठा तीअ वि तह तस्स पेसिआ दिट्ठी,जह दोण्ह वि समअं चिअ णिव्वुत्तरआइ जाआइ
O emerald, A succession of incompetent jewelers Has ground you so long on the stone That you are no bigger than a sesame seed. So what's this talk about being valuable?	दुस्सिक्खिअरअणपसिक्खएहि घिट्ठो सि पत्थरे ताव,जा तिलमेत्तं वट्टसि मरगअ का तुज्झ मुल्लकहा
As his relatives suspected And his enemies feared, The headman's son, Though still very young, Has proved excellent At protecting the village.	जह चिंतेइ परिअणो आसंकइ जह अ तस्स पडिवक्खो,वालेण वि गामणिणंदणेण तह रक्खिआ पल्ली
That daughter-in-law has turned our son Into a trembling wreck: Once he needed just one arrow To make an elephant cow a widow, Now he carries a quiverful.	गअवहुवेहव्वअरो पुत्तो मे एक्ककंडविणिवाई,तह सोण्हाइ पुलइओ जह कंडवरंडअं वहइ
"On his deathbed The headman of the hamlet Earnestly instructs his son: ""Act in such a way As not to be ashamed of my name."""	अप्पाहेइ मरंतो पुत्तं पल्लीवई पअत्तेण,मह णामेण जह तुमं ण लज्जसे तह करेज्जासु
As the good wife prepared To join her beloved on the pyre He came back to life, And her widow's finery Turned to that of married bliss.	अणुमरणपत्थिआए पच्चागअजीविए पिअअमम्मि,वेहव्वमंडणं कुलवहूअ सोहग्गअं जाअं
When the Pulinda hunter's wife Saw her husband's lip Swollen by a bee sting, She was stung herself By jealousy And fled To stand in the shade of another tree.	महुमच्छिआइ दट्ठं दट्ठूण मुहं पिअस्स सूणोट्ठं,ईसालुई पुलिंदी रुक्खच्छाअं गआ अण्णं
Lucky are they who live In a mountain village Where one can make love Undisturbed Beneath a leafy hedge Or in deep thickets of reeds That bend and sway in the wind.	धण्णा वसंति णीसंकमोहणे वहलपत्तलवइम्मि,वाअंदोलणओणविअवेणुगहणे गिरिग्गामे
That froward cow, Which did not even wet the cowherd's hand However much he squeezed her teats— Look how she's now yielding milk By the pail.	तह परिमलिआ गोवेण तेण हत्थं पि जा ण ओल्लेइ,स च्चिअ खडणा एण्हिं पेच्छह कुडदोहिणी जाआ
The bull lives only for you And the heifers only for the bull, So please, dear cow, stay alive For the life of our herd Depends on your life.	धवलो जिअइ तुह कए धवलस्स कए जिअंति गिट्ठीओ,जिअ तंवे अम्ह वि जीविएण गोट्ठं तुमाअत्तं
Look how the traveler thrills As he sniffs at the sweetwood flower, Caresses it, kisses it, And presses it against his heart As if it were his wife's pale cheek.	अग्घाइ छिवइ चुंवइ ठवेइ हिअअम्मि जणिअरोमंचो,जाआकवोलसरिसं पेच्छह पहिओ महुअपुप्फं
See how the elephant tries in vain To wet its head beneath a snake's sloughed skin That hangs down from a rocky sill, Mistaking it for a waterfall.	उअ ओल्लिज्जइ मोहं भुअंगकित्तीअ कडअलग्गाइ,ओज्झरधारासद्धालुएण सीसं वणगएण
To desert the lotus For the scent of ripe wood-apple— As soon as you touch it, silly bee, You'll find out your mistake, Like the yokel Who reached for a sweetmeat in a painting.	कमलं मुअंत महुअर पिक्ककइत्थाण गंधलोहेण,आलेक्खलड्डुअं पामरो व्व छिविऊण जाणिहिसि
Look, When the women start singing the wedding songs Goose pimples break out on the bride-to-be As if they too want to hear The bridegroom's name.	गिज्जंते मंगलगाइआहि वरगोत्तदिण्णअण्णाए,सोउं व णिग्गओ उअह होंतवहुआइ रोमंचो
I suspect the reed beds by the river As well as the young men Had a good laugh when they heard The solemn song of blessing On the eve of my wedding.	मण्णे आअण्णंता आसण्णविवाहमंगलुग्गीअं,तेहि जुआणेहि समं हसंति मं वेअसकुडुंगा
She does not look at you, Does not allow you to touch her face, Says nothing. Yet, In some mysterious way, Being with a young bride is pure joy.	ण अ दिट्ठिं णेइ मुहं ण अ छिविउं देइ णा लवइ किं पि,तह वि हु किं पि रहस्सं णववहुसंगो पिओ होइ
When he asks her a question She does not reply, When he touches her She recoils, When he kisses her She starts to cry, And when he attempts an embrace His young wife's silence Makes him feel like a criminal.	पुच्छिज्जंती ण भणइ गहिआ पप्फुरइ चुंविआ रुअइ,तुण्हिक्का णववहुआ कआवराहेण उवऊढा
The girl's thick, fragrant hair Is like a column of smoke rising from the fire of love, Like a bunch of peacock's tail-feathers Waved by the conjuror to distract his audience, Like the victory banner of youth.	तत्तो च्चिअ होंति कहा विअसंति तहिं तहिं समप्पंति,किं मण्णे माउच्छा एक्कजुआणो इमो गामो
Who is not captivated by a woman's breasts, That, like a good poem, Are a pleasure to grasp, Are weighty, compressed, and nicely ornamented?	जाइ वअणाइ अम्हे वि जंपिमो ताइ जंपइ जणो वि,ताइं चिअ तेण पजंपिआइ हिअअं सुहावेंति
If you want to be happy Take care in choosing a lover, For what is dear to you Does not bring happiness Unless you are dear to it.	सव्वाअरेण मग्गह पिअं जणं जइ सुहेण वो कज्जं,जं जस्स हिअअदइअं तं ण सुहं जं तहिं ण त्थि
When one sees him He gives satisfaction to the eyes, When one thinks of him He gives satisfaction to the mind, When he speaks He gives satisfaction to the ears: Dear mother-in-law, My husband is always delightful.	दीसंतो दिट्ठिसुहो चिंतिज्जंत मणवल्लहो अत्ता,उल्लावंत सुइसुहो पिओ जणो णिच्च रमणिज्जो
Fallen from our former position, Our abundance wasted away, No longer prominent, We stare at our navels Like an old woman's breasts.	ठाणब्भट्ठा परिगलिअपीणआ उण्णईअ परिचत्ता,अम्हे उण ठेरिपओहर व्व उअरे च्चिअ णिसन्णा
What a feast for the eyes, When you return at dawn Red all over Having spent the night elsewhere. Ornament of the sky, Lord of the day, We bow before you humbly.	पच्चूसागअ रंजिअदेह पिआलोअ लोअणाणंद,अण्णत्तखविअसव्वरि णहभूसण दिणवइ णमो दे
You who like to make love upside down, How can you ask if I am pregnant? Is there a single drop of water left In a jug turned upside down?	विवरीअसुरअलेहड पुच्छसि मह कीस गब्भसंभूइं,ओअत्ते कुंभमुहे जललवकणिआ वि किं ठाइ
When Kṛṣṇa came of age And the time of his marriage drew near The young cowgirls tried to conceal their family ties With his mother Yaśodā.	अच्चासण्णविवाहे समं जसोआइ तरुणगोवीहिं,वड्ढंते महुमहणे संवंधा णिण्हुविज्जंति
When my lover left for distant lands My eyes found their way back home, But my heart is still beside him Going wherever he goes.	दूरंतरिए वि पिए कह वि णिअत्ताइ मज्झ णअणाइ,हिअअं उण तेण समं अज्ज वि अणिवारिअं भमइ
At the mention of his name you bristle; At the sound of his voice your anger melts; Seeing him face to face, you tremble. What will you do when you embrace?	तस्स कहाकंतइए सद्दाअण्णणसमोसरिअकोवे,समुहालोअणकंपिरि उवऊढा किं पवज्जिहिसि
With great difficulty Birds find a place to rest In the treetops, Fluttering their wings And shifting their feet At the tips of the dark branches That bend beneath their weight.	भरणमिअणीलसाहग्गखलिअचलणद्धविहुअवक्खउडा,तरुसिहरेसु विहंगा कह कह वि लहंति संठाणं
When our hunter In the middle of the village, for everybody to see, Started to cut sections into his gruesome bow Mother-in-law began to cry Louder even than on the day her husband died.	कंडंतेण अकंडं पल्लीमज्झम्मि विअडकोअंदं,पइमरणाहि वि अहिअं वाहेण रुआविआ अत्ता
My dear, I am a simple person, While my lover only likes fancy tricks. Tell me, is there some other way of wiping my eyes?	अम्हे उज्जुअसीला पिओ वि पिअसहि विआरपरिओसो,ण हु अण्णा का वि गई वाहोहा कह पुसिज्जंतु
A swarm of bees blindly pursues the parrot Whose feathers are spattered with the juice Dripping from the mango it has pecked with its beak.	चंचुपुडाहअविअलिअसहआररसेण सित्तदेहस्स,कीरस्स मग्गलग्गं गंधंधं भमइ भमरउलं
Here's my mother-in-law's bed, Here is mine, And there those of the servants. Traveler, you won't see in the dark, So do be careful not to fall into mine.	एत्थ णिमज्जइ एत्ता एत्थ अहं एत्थ परिअणो सअलो,पंथिअ रत्तीअंधअ मा मह सअणे णिमज्जिहिसि
The pleasures of love, Which gave the women such complete delight, Are chewed over and endlessly regurgitated Once their husbands have gone abroad.	परिओससुंदराइं सुरएसु लहंति जाइ सोक्खाइ,ताइं चिअ उण विरहे खाउग्गिण्णाइ कीरंति
Finding no way between her full, upcurving breasts, Her necklace of pearls dances upon her chest Like the bubbles of foam on the Yamunā.	मग्गं चिअ अलहंतो हारो पीणुण्णआण थणआण,उव्विग्गो भमइ उरे जमुणाणइफेणपुंजो व्व
All the worthy people I meet, All the generous and discerning ones Already receive your favors, You clever devil, Poverty.	जे जे गुणिणो जे जे अ चाइणो जे विअड्ढविण्णाणा,दारिद्द रे विअक्खण ताण तुमं साणुराओ सि
Handsome man, If you want to enjoy the sight Of every phase of the moon Look at her gentle face As she slowly lifts her bodice Over her head.	जइ कोत्तिओ सि सुंदर सअलतिहीचंददंसणसुहाणं,ता मसिणं मोइज्जंतकंचुअं पेक्खसु मुहं से
The lie of the land is blurred And everywhere progress gets slower: Soon the roads will be impassable Even for the wheels of his fancy.	समविसमणिव्विसेसा समंतओ मंदमंदसंचारा,अइरा होहिंति पहा मणोरहाणं पि दुल्लंघा
"When she said: ""Daughter-in-law, There are long bamboo leaves in your hair."" I said: ""Mother-in-law, Your back is all white."""	अइदीहराइ वहुए सीसे दीसंति वंसवत्ताइ,भणिए भणामि अत्ता तुम्हाण वि पंडरा पुट्ठी
Sudden outbursts of anger and the next moment calm, Constant pretence as well as agonies of jealousy, Such, my son, is the nature of love.	अत्थक्करूसणं खणपसिज्जणं अलिअवअणणिव्वंधो,उम्मच्छरसंतावो पुत्तअ पअवी सिणेहस्स
You simpleton, Shouldn't you be a little more discreet When people ask how your lover behaves? With all its leaves so fragrant, What need has the marjoram for a mass of blooms?	अइ उज्जुए ण लज्जसि पुच्छिज्जंती पिअस्स चरिआइं,सव्वंगसुरहिणो मरुवअस्स किं कुसुमरिद्धीहि
Foolish girl, Why are you still washing The red powder from your soft palms That are by nature pink As a spray of coral?	मुद्धे अपत्तिअंती पवालअंकुरअणिद्धलोहिअए,णिद्धोअधाउराए कीस सहत्थे पुणो धुअसि
Young girl, Wipe away these tears Which make your face look even more attractive, For he might do it again, Thinking how well they suit you.	पुससु मुहं ता पुत्तिअ वाहोअरणं विसेसरमणिज्जं,मा एअं चिअ मुहमंडणं ति सो काहिइ पुणो वि
The tinkle of bracelets As she took a bath in the backyard of her parents' house Redoubled the passion of her husband Who had arrived in the late afternoon.	अवरण्हागअजामाउअस्स विउणेइ मोहणुक्कंठं,वहुआइ घरपलोहरमज्जणपिसुणो वलअसद्दो
The old wrestler With ears mangled by many a fight Has only to gird up his loins For his fearful opponent to lose heart.	जुज्झचवेडामोडिअजज्जरकण्णस्स जुण्णमल्लस्स,कच्छावंधो च्चिअ भीरुमल्लहिअअं समुक्खणइ
Instead of dancing for joy Should you not feel shame? The drum that celebrates your husband's victory In the wrestling match Makes your unhappy marriage Known to all the world.	आणंदंतेन तुमं पइणो पहएण पडहसद्देण,मल्लि ण लज्जसि णच्चसि दोहग्गे पाअडिज्जंते
Don't trust those bastards! They're just like dogs: First they fawn But once they've had their way They turn their backs on you.	मा वच्चह वीसंभं इमाण वहुचाडुअम्मणिउणाणं,णिव्वत्तिअकज्जपरम्मुहाण सुणआण व खलाणं
Tell me, brother-in-law, That dog who fawned on the bitch So persistently, Where did he learn to turn his back on her The moment he'd had his way?	सच्चं साहसु देअर तह तह चडुआरएण सुणएण,णिव्वत्तिअकज्जपरम्मुहत्तणं सिक्खिअं कत्तो
In autumn, when the corn is ripe, The farmer would do as he likes If only the moonlit nights weren't bright As the fresh grains of husked rice.	णिप्पण्णसस्सरिद्धी सच्छंदं गाइ पामरो सरए,दलिअणवसालितंडुलधवलमिअंकासु राईसु
Bees circle round the rice girl's pink foot Placed across the sluice To stop the water flowing Into the paddy field.	अलिहिज्जइ पंकअले हलालिचलणेण कलमगोवीए,केआरसोअरुंभणतंसट्ठिअकोमलो चलणो
Just like the rice, Each day her head bends lower And her face grows paler —The girl who guards the paddy, As she grows more fearful of the day When her occupation will cease.	दिअहे दिअहे सूसइ संकेअअभंगवड्ढिआसंका,आवंडुरोणअमुही कलमेण समं कलमगोवी
When at dawn he sees a long swathe of green Through the frost-white field of sesame —His faithless wife's clandestine trail— The farmer blames himself for letting loose the bulls.	दट्ठूण हरिअदीहं गोसे संढाण जूरए हलिओ,असईरहस्समग्गं तुसारधवले तिलच्छेत्ते
At the approach of the rains The traveler is so intent on getting home That he bundles up the road and takes it with him, That he cuts it into manageable pieces, That he swallows it down in one gulp.	संकेल्लिओ व्व णिज्जइ खंडं खंडं कओ व्व पीओ व्व,वासागमम्मि मग्गो घरहुत्तमुहेण पहिएण
Nowadays people restrain me But when this love, Which like a poison courses through all my limbs, First began They were mute.	एण्हिं वारेइ जणो तइआ मूइल्लओ कहिं व गओ,जाहे विसं व जाअं सव्वंगपहोलिरं पेम्मं
When their surreptitious glances met The couple whom I thought were sulking Both burst out laughing.	अण्णोण्णकलक्खंतरपेसिअमेलीणदिट्ठिपसराइं,दो च्चिअ मण्णे कअभंडणाइ समअं पहसिआइं
Happy are the deaf and the blind! Though they live among humankind They hear not a single word of slander Nor see how the wicked prosper.	धण्णा वहिरंधरआ ते च्चिअ जीअंति माणुसे लोए,ण सुणंति पिसुणवअणं खलाण अद्धिं ण पेक्खंति
I was born and raised in a village, I live in a village, And with the ways of the town I am not familiar. Still, I attract the husbands of the women in town. I am what I am.	गामारुह म्हि गामे वसामि णअरट्ठिइं ण आणामि,णाअरिआणं पइणो हरेमि जा होमि सा होमि
Be off! Stop wiping away my tears! Crying is what my stupid eyes were made for. For when they tried looking they got distracted And failed to see your true nature.	ओसर रोत्तुं चिअ णिम्मिआइ मा पुससु मे हअच्छीइं,दंसणमेत्तुम्मइएहि जेहि सीलं तुह ण णाअं
He was so distracted with worry About his wife not surviving the long separation That, reaching his house, He walked on.	रणरणअसुण्णहिअओ चिंतंतो विरहदुव्वलं जाअं,अमुणिअणिअवसही सो वोलीणो गाममज्झेण
In this damned world of ours, so full of crooks, A decent man is rarely seen. The earth teems with crows But geese are few and far between.	सुअणो णि दीसइ च्चिअ खलबहुल डड्ढजीअलोअम्मि,जह काअसंकुला तह ण हंसपरिवारिआ पुहवी
That she did not hear the thunder Because she was swooning from the scent Of the kadamba flower Saved her life. Otherwise the thunder would not have passed by Without taking it.	जं मुच्छिआइ ण सुओ कलंवगंधेण तं गुण पडिअं,इअरा गज्जिअसद्दो जीएण विणा ण वोलंतो
That our village burnt down As though there were no help for it, Despite the number of young men at hand, Is the doing of your wicked breasts Which in the confusion Were swaying about.	जं असरणो व्व डड्ढो गामो साहीणवहुजुआणो वि,संभमविसंठुलाणं तं दुच्चरिअं तुह थणाणं
After tasting to the full the pleasures of love The young wife slept soundly, Unaware how her weary limbs Were a torture to her rivals.	अह सुअइ दिण्णपडिवक्खवेअणा पसिढिलेहि अंगेहिं,णिव्वत्तिअसुरअरसाणुवंधसुहणिब्भरं वहुआ
If he does not do what you ask him On my behalf, you useless messenger, Why not give your lips a rest? They are already bruised.	जइ तेण तुज्झ वअणं ण कअं मह कारणेण अ हआसे,सा कीस खंडिअतडं णिआहरं दूइ दुम्मेसि
That you did not look at him When he looked at you, That you did not speak to him While you are usually so forthright, That you did not want to show him kindness —Our clever friends have noted it all.	दिट्ठाइ जं ण दिट्ठो सरलसहावाइ जं च णा ऽलविओ,उवआरो जं ण कओ तं चिअ कलिअं छइल्लेहिं
Covered all over with gooseflesh, Visibly shivering, Sucking in his breath between clenched teeth: The winter wayfarer Looks like a man making love.	अविरलणिग्गअपुलओ पअडिअकंपो पमुक्कसिक्कारो,हेमंते पहिअजणो सुरआसत्तो व्व पडिहाइ
Friend, I had to laugh When his hand fumbled at my thin skirt, Which stuck tight to my sweating thighs.	सेउल्लणिअंवालग्गसण्हसिचअस्स मग्गम् अलहंतो,सहि मोहघोलिरो अज्ज तस्स हसिओ मए हत्थो
